07:16,заезд,M315CY70,KAMAZ,
07:25,заезд,O118BH54,PAZ,
07:27,заезд,M516BO52,UAZ,
07:39,заезд,P371AA83,LIAZ,
07:40,заезд,T768PX28,VAZ,
07:57,заезд,O548MP62,AURUS,
08:05,выезд,O548MP62,AURUS,
08:10,выезд,M516BO52,UAZ,
08:11,выезд,T768PX28,VAZ,
08:14,заезд,B535YY25,KAMAZ,
08:19,заезд,X937TA69,KAMAZ,
08:26,заезд,M516BO52,UAZ,
08:34,заезд,K277XO56,PAZ,
08:43,выезд,X937TA69,KAMAZ,
08:43,заезд,H275KY55,UAZ,
09:00,заезд,E273OC51,VAZ,
09:14,заезд,E946TB96,VAZ,
09:17,заезд,C883EE06,VAZ,
09:18,выезд,M315CY70,KAMAZ,
09:22,заезд,X937TA69,KAMAZ,
09:29,заезд,C138YM51,LIAZ,
09:48,заезд,P336OB10,UAZ,
09:56,заезд,H673TC00,GAZ,
09:59,заезд,M803TC23,PAZ,
10:10,заезд,P778TK09,LIAZ,
10:11,заезд,E363EE44,LIAZ,
10:17,заезд,Y645OP76,AURUS,
10:27,заезд,X827BP59,LIAZ,
10:45,заезд,B115AB80,AURUS,
10:52,заезд,C306MC36,VAZ,
10:52,заезд,T768PX28,VAZ,
10:54,выезд,H673TC00,GAZ,
11:01,выезд,E946TB96,VAZ,
11:17,заезд,E946TB96,VAZ,
11:17,выезд,O118BH54,PAZ,
11:39,выезд,P336OB10,UAZ,
11:52,выезд,B535YY25,KAMAZ,
11:53,выезд,C138YM51,LIAZ,
12:26,заезд,P268KK78,LIAZ,
12:50,выезд,P268KK78,LIAZ,
13:07,выезд,X937TA69,KAMAZ,
13:07,выезд,P778TK09,LIAZ,
13:17,выезд,M516BO52,UAZ,
13:32,заезд,M687OH53,UAZ,
13:49,заезд,O118BH54,PAZ,
14:14,выезд,P371AA83,LIAZ,
14:32,заезд,X687OH11,KAMAZ,
14:35,выезд,T768PX28,VAZ,
14:47,выезд,O118BH54,PAZ,
14:58,заезд,M455CY76,AURUS,
15:04,выезд,M803TC23,PAZ,
15:27,выезд,C883EE06,VAZ,
15:28,выезд,Y645OP76,AURUS,
15:46,заезд,H959TM03,AURUS,
15:56,заезд,X503BE01,VAZ,
16:34,заезд,M315CY70,KAMAZ,
16:41,выезд,M687OH53,UAZ,
17:16,выезд,E273OC51,VAZ,
17:29,выезд,K277XO56,PAZ,
17:38,заезд,K277XO56,PAZ,
18:01,выезд,H275KY55,UAZ,
18:04,выезд,B115AB80,AURUS,
18:21,заезд,P371AA83,LIAZ,
18:33,заезд,P836YY39,PAZ,
19:09,выезд,E363EE44,LIAZ,
19:27,заезд,O548MP62,AURUS,
19:32,выезд,X503BE01,VAZ,
19:32,выезд,X687OH11,KAMAZ,
20:06,выезд,O548MP62,AURUS,
20:07,выезд,H959TM03,AURUS,
20:13,выезд,P371AA83,LIAZ,
20:18,выезд,X827BP59,LIAZ,
20:26,выезд,E946TB96,VAZ,
20:28,заезд,X827BP59,LIAZ,
20:38,выезд,M455CY76,AURUS,
20:44,выезд,P836YY39,PAZ,
20:51,выезд,X827BP59,LIAZ,
20:55,выезд,C306MC36,VAZ,
20:57,выезд,K277XO56,PAZ,
