07:02,заезд,M169EH07,PAZ,
07:05,заезд,T741BY01,KAMAZ,
07:11,заезд,X363KT08,KAMAZ,
07:15,заезд,X413KA75,PAZ,
07:15,заезд,M455CY76,AURUS,
07:18,заезд,H275XA02,LIAZ,
07:21,заезд,K277XO56,PAZ,
07:30,выезд,H275XA02,LIAZ,
07:37,заезд,T768PX28,VAZ,
07:46,заезд,A711BB57,KAMAZ,
08:00,заезд,H275XA02,LIAZ,
08:00,заезд,K481OP50,UAZ,
08:14,заезд,C138YM51,LIAZ,
08:26,заезд,T759EE99,LIAZ,
08:26,заезд,M687OH53,UAZ,
08:27,заезд,Y347MO19,PAZ,
08:55,заезд,P922AM01,UAZ,
09:08,выезд,Y347MO19,PAZ,
09:09,заезд,P857YK37,GAZ,
09:12,заезд,H959TM03,AURUS,
09:15,выезд,H959TM03,AURUS,
09:21,заезд,Y973XC69,KAMAZ,
09:22,заезд,M404AB76,KAMAZ,
09:23,заезд,B756XK72,UAZ,
09:25,заезд,P465BX44,VAZ,
09:25,выезд,B756XK72,UAZ,
09:30,заезд,P268KK78,LIAZ,
09:31,заезд,P086KK38,AURUS,
09:33,заезд,E363EE44,LIAZ,
09:40,выезд,P268KK78,LIAZ,
09:42,заезд,C883EE06,VAZ,
09:43,заезд,C027PT75,VAZ,
09:43,заезд,O118BH54,PAZ,
09:46,заезд,B507EK54,VAZ,
09:58,заезд,B655BB50,LIAZ,
10:01,выезд,T759EE99,LIAZ,
10:01,заезд,X937TA69,KAMAZ,
10:05,выезд,C027PT75,VAZ,
10:07,заезд,H034OE64,VAZ,
10:09,заезд,T056MY35,KAMAZ,
10:10,заезд,K740XT65,KAMAZ,
10:21,выезд,T056MY35,KAMAZ,
10:36,заезд,Y645OP76,AURUS,
10:38,выезд,C138YM51,LIAZ,
10:42,заезд,P836YY39,PAZ,
10:46,выезд,X937TA69,KAMAZ,
10:52,заезд,E854HA56,LIAZ,
10:53,выезд,P922AM01,UAZ,
10:58,выезд,T768PX28,VAZ,
11:01,заезд,P268KK78,LIAZ,
11:06,заезд,H275KY55,UAZ,
11:08,выезд,B507EK54,VAZ,
11:12,заезд,X827BP59,LIAZ,
11:15,выезд,X363KT08,KAMAZ,
11:21,заезд,B756XK72,UAZ,
11:33,заезд,H959TM03,AURUS,
11:51,выезд,E363EE44,LIAZ,
11:52,выезд,M455CY76,AURUS,
11:55,заезд,B939BH43,AURUS,
12:07,выезд,X827BP59,LIAZ,
12:09,выезд,E854HA56,LIAZ,
12:09,выезд,X413KA75,PAZ,
12:11,заезд,C138YM51,LIAZ,
12:16,выезд,O118BH54,PAZ,
12:31,заезд,C239XB70,PAZ,
12:49,выезд,T741BY01,KAMAZ,
12:59,выезд,K740XT65,KAMAZ,
13:02,выезд,Y645OP76,AURUS,
13:13,выезд,M404AB76,KAMAZ,
13:20,заезд,T768PX28,VAZ,
13:21,заезд,T056MY35,KAMAZ,
