07:01,заезд,C027PT75,VAZ,
07:02,заезд,Y568KK40,UAZ,
07:05,заезд,Y574KX55,AURUS,
07:07,заезд,E854HA56,LIAZ,
07:13,заезд,K486EC59,LIAZ,
07:15,заезд,H034OE64,VAZ,
07:22,заезд,H959TM03,AURUS,
07:24,заезд,P836YY39,PAZ,
07:25,заезд,C138YM51,LIAZ,
07:27,выезд,Y574KX55,AURUS,
07:30,заезд,T768PX28,VAZ,
07:33,заезд,T375XT35,KAMAZ,
07:33,заезд,Y761BE13,GAZ,
07:46,заезд,P336OB10,UAZ,
07:58,заезд,Y076CX34,VAZ,
08:08,заезд,B455XK93,PAZ,
08:11,заезд,X687OH11,KAMAZ,
08:14,заезд,B655BB50,LIAZ,
08:16,заезд,X184AM96,KAMAZ,
08:22,заезд,P086KK38,AURUS,
08:25,заезд,Y645OP76,AURUS,
08:30,заезд,P778TK09,LIAZ,
08:32,заезд,H275KY55,UAZ,
08:33,заезд,X363KT08,KAMAZ,
08:34,заезд,X827BP59,LIAZ,
08:35,заезд,A711BB57,KAMAZ,
08:36,заезд,Y348YC09,GAZ,
08:41,заезд,P857YK37,GAZ,
08:47,заезд,O494ME71,GAZ,
08:58,заезд,T383CM68,LIAZ,
08:59,заезд,P268KK78,LIAZ,
09:03,заезд,Y973XC69,KAMAZ,
09:20,выезд,T768PX28,VAZ,
09:23,заезд,M564AH94,AURUS,
09:23,заезд,M169EH07,PAZ,
09:27,заезд,Y347MO19,PAZ,
09:46,заезд,C239XB70,PAZ,
09:48,заезд,Y574KX55,AURUS,
09:49,выезд,Y761BE13,GAZ,
09:55,выезд,Y348YC09,GAZ,
10:03,заезд,K277XO56,PAZ,
10:11,заезд,C883EE06,VAZ,
10:12,выезд,C027PT75,VAZ,
10:13,заезд,K951XC93,LIAZ,
10:17,заезд,E758KE53,LIAZ,
10:18,выезд,P336OB10,UAZ,
10:29,выезд,P836YY39,PAZ,
10:38,заезд,T741BY01,KAMAZ,
10:38,выезд,Y645OP76,AURUS,
10:43,выезд,E854HA56,LIAZ,
10:45,заезд,M453OC46,VAZ,
10:46,заезд,C306MC36,VAZ,
10:48,заезд,M897BO66,AURUS,
10:51,выезд,T741BY01,KAMAZ,
10:56,заезд,M315CY70,KAMAZ,
11:03,выезд,P857YK37,GAZ,
11:20,выезд,C138YM51,LIAZ,
11:27,выезд,C239XB70,PAZ,
11:32,заезд,H575CX82,AURUS,
11:38,заезд,B535YY25,KAMAZ,
11:44,заезд,M733XA13,GAZ,
11:46,выезд,H275KY55,UAZ,
11:53,выезд,X687OH11,KAMAZ,
11:54,заезд,P836YY39,PAZ,
11:59,заезд,O548MP62,AURUS,
12:03,выезд,X827BP59,LIAZ,
12:08,заезд,E447YC39,UAZ,
12:09,заезд,E363EE44,LIAZ,
12:12,заезд,B837TB39,GAZ,
12:13,заезд,B978EY76,AURUS,
12:16,заезд,Y645OP76,AURUS,
12:21,заезд,B507EK54,VAZ,
12:22,выезд,K951XC93,LIAZ,
12:22,выезд,P086KK38,AURUS,
12:28,выезд,O494ME71,GAZ,
12:33,выезд,M169EH07,PAZ,
12:51,заезд,B115AB80,AURUS,
12:59,выезд,Y568KK40,UAZ,
13:01,выезд,H034OE64,VAZ,
13:04,выезд,T375XT35,KAMAZ,
13:06,заезд,C239XB70,PAZ,
13:07,выезд,B507EK54,VAZ,
13:07,заезд,Y761BE13,GAZ,
13:13,выезд,M315CY70,KAMAZ,
13:15,заезд,M516BO52,UAZ,
13:23,заезд,K951XC93,LIAZ,
13:31,заезд,H794CP55,UAZ,
13:37,заезд,A453MX40,UAZ,
13:42,выезд,Y761BE13,GAZ,
13:46,заезд,T741BY01,KAMAZ,
13:50,заезд,B756XK72,UAZ,
13:51,заезд,T375XT35,KAMAZ,
13:51,выезд,B115AB80,AURUS,
13:54,выезд,Y347MO19,PAZ,
13:59,выезд,H575CX82,AURUS,
14:01,выезд,M453OC46,VAZ,
14:01,заезд,X413KA75,PAZ,
14:12,выезд,M564AH94,AURUS,
14:12,выезд,M897BO66,AURUS,
14:35,выезд,T741BY01,KAMAZ,
14:37,выезд,K277XO56,PAZ,
14:49,выезд,T375XT35,KAMAZ,
14:51,заезд,M687OH53,UAZ,
15:00,выезд,C239XB70,PAZ,
15:05,заезд,O118BH54,PAZ,
15:05,выезд,B978EY76,AURUS,
15:07,выезд,B455XK93,PAZ,
15:18,заезд,X937TA69,KAMAZ,
15:26,выезд,K486EC59,LIAZ,
15:35,заезд,M455CY76,AURUS,
15:42,выезд,O548MP62,AURUS,
15:42,выезд,B837TB39,GAZ,
15:50,выезд,A453MX40,UAZ,
15:54,заезд,B324AO17,AURUS,
15:58,выезд,E363EE44,LIAZ,
15:59,выезд,M687OH53,UAZ,
16:00,заезд,H575CX82,AURUS,
16:00,выезд,M455CY76,AURUS,
16:01,заезд,P922AM01,UAZ,
16:05,заезд,C138YM51,LIAZ,
16:09,заезд,C027PT75,VAZ,
16:16,выезд,Y973XC69,KAMAZ,
16:21,выезд,C306MC36,VAZ,
16:28,заезд,X827BP59,LIAZ,
16:30,выезд,H959TM03,AURUS,
16:36,выезд,C883EE06,VAZ,
16:37,заезд,H959TM03,AURUS,
16:38,выезд,T383CM68,LIAZ,
16:42,заезд,O548MP62,AURUS,
16:48,заезд,K481OP50,UAZ,
16:53,заезд,H275KY55,UAZ,
16:54,заезд,B455XK93,PAZ,
16:55,выезд,X937TA69,KAMAZ,
17:00,выезд,X184AM96,KAMAZ,
17:04,заезд,T768PX28,VAZ,
17:04,выезд,M733XA13,GAZ,
17:04,выезд,B655BB50,LIAZ,
17:06,выезд,B756XK72,UAZ,
17:10,заезд,B655BB50,LIAZ,
17:20,заезд,M315CY70,KAMAZ,
17:20,выезд,M315CY70,KAMAZ,
17:22,выезд,P268KK78,LIAZ,
17:25,выезд,H959TM03,AURUS,
17:27,заезд,X687OH11,KAMAZ,
17:28,выезд,K951XC93,LIAZ,
17:29,выезд,O118BH54,PAZ,
17:31,выезд,B324AO17,AURUS,
17:38,заезд,M455CY76,AURUS,
17:49,выезд,P836YY39,PAZ,
17:52,выезд,P778TK09,LIAZ,
17:53,выезд,B535YY25,KAMAZ,
17:53,заезд,P336OB10,UAZ,
17:56,выезд,H794CP55,UAZ,
17:56,заезд,Y347MO19,PAZ,
17:57,выезд,X687OH11,KAMAZ,
17:59,выезд,P336OB10,UAZ,
18:00,выезд,M516BO52,UAZ,
18:03,выезд,O548MP62,AURUS,
18:04,выезд,H575CX82,AURUS,
18:13,заезд,M733XA13,GAZ,
18:18,выезд,Y574KX55,AURUS,
18:24,выезд,A711BB57,KAMAZ,
18:26,выезд,C027PT75,VAZ,
18:28,выезд,H275KY55,UAZ,
18:38,заезд,C883EE06,VAZ,
18:43,выезд,E758KE53,LIAZ,
18:50,выезд,C138YM51,LIAZ,
18:51,выезд,C883EE06,VAZ,
18:52,выезд,E447YC39,UAZ,
18:55,заезд,C306MC36,VAZ,
19:09,заезд,B535YY25,KAMAZ,
